zip,city_name,lat,long
35004,Acmar,33.584132,-86.51557
35005,Adamsville,33.588437,-86.959727
35006,Adger,33.434277,-87.167455
35007,Keystone,33.236868,-86.812861
35010,New Site,32.941445,-85.951086
35014,Alpine,33.331165,-86.208934
35016,Arab,34.328339,-86.489638
35019,Baileyton,34.268298,-86.621299
35020,Bessemer,33.409002,-86.947547
35023,Hueytown,33.414625,-86.999607
35031,Blountsville,34.092937,-86.568628
35033,Bremen,33.973664,-87.004281
35034,Brent,32.93567,-87.211387
35035,Brierfield,33.042747,-86.951672
35040,Calera,33.1098,-86.755987
35042,Centreville,32.950324,-87.11924
35043,Chelsea,33.371582,-86.614132
35044,Coosa Pines,33.266928,-86.337622
35045,Clanton,32.835532,-86.642472
35049,Cleveland,33.992106,-86.559355
35051,Columbiana,33.176964,-86.616145
35053,Crane Hill,34.082117,-87.048395
35054,Cropwell,33.506448,-86.280026
35055,Cullman,34.176146,-86.829777
35061,Dolomite,33.465424,-86.956435
35062,Dora,33.734947,-87.040148
35063,Empire,33.825589,-87.016139
35064,Fairfield,33.473494,-86.918262
35068,Coalburg,33.611283,-86.813614
35071,Gardendale,33.71891,-86.822481
35072,Goodwater,33.074642,-86.078149
35073,Alden,33.63356,-86.948221
35077,Hanceville,34.051569,-86.784844
35078,Harpersville,33.36746,-86.429441
35079,Hayden,33.885806,-86.81767
35080,Helena,33.316978,-86.813786
35083,Holly Pond,34.190085,-86.617441
35085,Jemison,32.980539,-86.718052
35087,Joppa,34.283739,-86.551939
35089,Kellyton,32.979068,-86.048397
35091,Kimberly,33.768355,-86.808417
35094,Leeds,33.528333,-86.574824
35096,Lincoln,33.605913,-86.111152
35098,Logan,34.184079,-87.038115
35111,Mc Calla,33.284546,-87.102379
35114,Maylene,33.231694,-86.872745
35115,Montevallo,33.124765,-86.862228
35116,Morris,33.739172,-86.772551
35117,Mount Olive,33.67678,-86.87171
35118,Sylvan Springs,33.540696,-87.043998
35120,Odenville,33.675611,-86.408952
35121,Oneonta,33.925858,-86.474118
35124,Indian Springs,33.31046,-86.806176
35125,Pell City,33.597889,-86.343151
35126,Dixiana,33.708131,-86.656542
35127,Pleasant Grove,33.488336,-86.976586
35130,Quinton,33.656065,-87.10066
35131,Ragland,33.736677,-86.1619
35133,Remlap,33.846204,-86.641662
35135,Riverside,33.608832,-86.198341
35136,Rockford,32.877957,-86.240006
35143,Shelby,33.078483,-86.553606
35146,Springville,33.738647,-86.439407
35147,Sterrett,33.446103,-86.491732
35148,Sumiton,33.768005,-87.044545
35150,Sylacauga,33.171675,-86.271257
35160,Talladega,33.435445,-86.113352
35171,Thorsby,32.923755,-86.746724
35172,Trafford,33.819038,-86.743414
35173,Trussville,33.633932,-86.598068
35175,Union Grove,34.409345,-86.462793
35176,Vandiver,33.480704,-86.501278
35178,Vincent,33.401049,-86.399425
35179,Vinemont,34.262121,-86.912512
35180,Warrior,33.852862,-86.819849
35183,Weogufka,33.02381,-86.304203
35184,West Blocton,33.142431,-87.13694
35186,Wilsonville,33.229255,-86.529894
35188,Woodstock,33.169808,-87.163469
35203,Birmingham,33.520994,-86.806626
35204,Birmingham,33.51795,-86.837198
35205,Birmingham,33.495144,-86.805937
35206,Birmingham,33.567797,-86.719854
35207,Birmingham,33.559383,-86.815344
35208,Birmingham,33.497658,-86.879884
35209,Homewood,33.469624,-86.806738
35210,Irondale,33.532797,-86.685697
35211,Birmingham,33.481565,-86.85904
35212,Birmingham,33.540883,-86.749524
35213,Crestline Height,33.508195,-86.742108
35214,Birmingham,33.555445,-86.886989
35215,Center Point,33.635447,-86.693197
35216,Vestavia Hills,33.41531,-86.790425
35217,Birmingham,33.5887,-86.764995
35218,Birmingham,33.505972,-86.892993
35221,Birmingham,33.452316,-86.893493
35222,Birmingham,33.521859,-86.766579
35223,Mountain Brook,33.488726,-86.736584
35224,Birmingham,33.519126,-86.934193
35226,Bluff Park,33.403675,-86.831257
35228,Midfield,33.462446,-86.914703
35233,Birmingham,33.506161,-86.800257
35234,Birmingham,33.53775,-86.80685
35235,Center Point,33.618045,-86.661051
35242,Shoal Creek,33.401559,-86.705511
35243,Cahaba Heights,33.446053,-86.743676
35244,Hoover,33.371776,-86.776381
35401,Tuscaloosa,33.196891,-87.562666
35404,Holt,33.210914,-87.488079
35405,Tuscaloosa,33.161704,-87.514435
35406,Tuscaloosa,33.272174,-87.536035
35441,Stewart,32.872354,-87.708558
35442,Aliceville,33.122813,-88.166689
35443,Boligee,32.774646,-88.026652
35444,Brookwood,33.277523,-87.309025
35446,Buhl,33.249448,-87.718886
35447,Carrollton,33.248506,-88.132122
35452,Coker,33.252612,-87.636528
35453,Cottondale,33.176667,-87.387051
35456,Duncanville,33.082815,-87.494977
35457,Echola,33.316559,-87.807202
35458,Elrod,33.343678,-87.801429
35459,Emelle,32.754963,-88.305747
35460,Epes,32.763371,-88.161443
35461,Ethelsville,33.386816,-88.221987
35462,Eutaw,32.888871,-87.930297
35463,Fosters,33.135859,-87.735688
35464,Gainesville,32.908364,-88.271558
35466,Gordo,33.346917,-87.900504
35469,Knoxville,32.982423,-87.791855
35470,Coatopa,32.588509,-88.173592
35474,Cypress,32.978853,-87.615134
35476,Northport,33.283425,-87.591441
35480,Ralph,33.062868,-87.744984
35481,Reform,33.395945,-88.020277
35490,Vance,33.17498,-87.257362
35501,Jasper,33.871672,-87.249144
35540,Addison,34.205571,-87.194766
35541,Arley,34.063234,-87.182761
35542,Bankston,33.70083,-87.68965
35543,Bear Creek,34.213469,-87.686083
35544,Beaverton,33.942877,-88.01567
35546,Berry,33.694485,-87.622563
35548,Brilliant,34.037702,-87.756315
35549,Carbon Hill,33.909252,-87.540328
35550,Cordova,33.768033,-87.18406
35552,Detroit,34.010874,-88.16063
35553,Double Springs,34.138682,-87.397431
35554,Eldridge,33.931546,-87.619397
35555,Fayette,33.697397,-87.834647
35563,Guin,33.967624,-87.90238
35564,Hackleburg,34.267803,-87.860762
35565,Haleyville,34.231423,-87.593811
35570,Hamilton,34.153413,-88.008521
35571,Hodges,34.341664,-87.959023
35572,Houston,34.118042,-87.26183
35574,Kennedy,33.574964,-88.05172
35575,Lynn,34.052984,-87.539814
35576,Millport,33.54013,-88.200003
35578,Nauvoo,33.929859,-87.432449
35579,Oakman,33.700174,-87.368574
35580,Parrish,33.721307,-87.265773
35581,Phil Campbell,34.347018,-87.715431
35582,Red Bay,34.451259,-88.112914
35585,Spruce Pine,34.384796,-87.712149
35586,Sulligent,33.8549,-88.150774
35587,Townley,33.84702,-87.437248
35592,Vernon,33.761285,-88.097919
35593,Vina,34.37116,-88.077422
35594,Winfield,33.930256,-87.79716
35601,Decatur,34.589599,-86.98868
35603,Decatur,34.548417,-87.000389
35610,Anderson,34.951777,-87.272327
35611,Athens,34.803604,-86.970733
35616,Cherokee,34.744188,-87.972445
35618,Courtland,34.671866,-87.314255
35619,Danville,34.452189,-87.053187
35620,Elkmont,34.915241,-86.910452
35621,Eva,34.347778,-86.704427
35622,Falkville,34.347653,-86.913086
35630,Florence,34.830547,-87.655985
35633,Florence,34.882471,-87.739778
35640,Hartselle,34.448206,-86.924235
35643,Hillsboro,34.64763,-87.180379
35645,Killen,34.901632,-87.508185
35646,Leighton,34.710982,-87.522133
35647,Lester,34.918364,-87.143396
35648,Lexington,34.955924,-87.393519
35650,Moulton,34.505836,-87.222385
35651,Mount Hope,34.462969,-87.451453
35652,Rogersville,34.849544,-87.323671
35653,Russellville,34.506568,-87.725726
35660,Sheffield,34.757829,-87.697057
35661,Muscle Shoals,34.756136,-87.630443
35670,Somerville,34.499548,-86.800931
35671,Tanner,34.713037,-86.989152
35672,Town Creek,34.649138,-87.426195
35673,Trinity,34.591771,-87.09127
35674,Tuscumbia,34.687432,-87.683259
35677,Waterloo,34.93568,-87.962412
35739,Ardmore,34.980447,-86.834612
35740,Bridgeport,34.944638,-85.727681
35741,Brownsboro,34.716733,-86.468703
35744,Dutton,34.604558,-85.906729
35745,Estillfork,34.913017,-86.171571
35746,Fackler,34.82589,-85.984648
35747,Grant,34.495902,-86.259041
35748,Gurley,34.713964,-86.394028
35749,Harvest,34.82732,-86.749929
35750,Hazel Green,34.949627,-86.593484
35751,Hollytree,34.798979,-86.233627
35752,Hollywood,34.730428,-85.953173
35754,Laceys Spring,34.499647,-86.612869
35755,Langston,34.497831,-86.10563
35758,Triana,34.713409,-86.750951
35759,Meridianville,34.861779,-86.578879
35760,New Hope,34.549445,-86.3961
35761,New Market,34.899991,-86.448742
35763,Big Cove,34.612859,-86.466577
35764,Paint Rock,34.667122,-86.332562
35765,Pisgah,34.688601,-85.803044
35766,Princeton,34.840217,-86.250068
35768,Hytop,34.67227,-86.051336
35771,Section,34.543275,-85.994002
35772,Stevenson,34.876885,-85.850803
35773,Toney,34.911644,-86.699951
35774,Trenton,34.740065,-86.291264
35775,Valhermoso Sprin,34.538145,-86.678
35776,Woodville,34.668927,-86.22961
35801,Huntsville,34.726866,-86.567318
35802,Huntsville,34.667922,-86.560347
35803,Huntsville,34.620506,-86.55096
35805,Huntsville,34.705943,-86.616493
35806,Huntsville,34.744765,-86.670411
35808,Huntsville,34.684525,-86.653821
35810,Huntsville,34.778378,-86.609063
35811,Huntsville,34.778949,-86.543786
35816,Huntsville,34.738864,-86.624948
35824,Huntsville,34.658321,-86.729486
35901,Southside,33.997248,-86.010279
35903,Hokes Bluff,33.997057,-85.928724
35904,Gadsden,34.021694,-86.049479
35905,Glencoe,33.956787,-85.927586
35950,Albertville,34.273859,-86.206447
35952,Snead,34.042916,-86.350879
35953,Ashville,33.837366,-86.255167
35954,Attalla,34.029597,-86.096717
35957,Boaz,34.173686,-86.148003
35958,Bryant,34.945026,-85.632445
35959,Cedar Bluff,34.241662,-85.602567
35960,Centre,34.111592,-85.609229
35961,Collinsville,34.267957,-85.861969
35962,Crossville,34.258784,-86.030575
35963,Dawson,34.356838,-85.929161
35966,Flat Rock,34.807598,-85.708372
35967,Fort Payne,34.436792,-85.712394
35971,Fyffe,34.437284,-85.928849
35972,Gallant,33.997586,-86.234606
35973,Gaylesville,34.357324,-85.558893
35974,Geraldine,34.343864,-86.040393
35975,Groveoak,34.435874,-86.040023
35976,Guntersville,34.32193,-86.305463
35978,Henagar,34.618604,-85.727381
35979,Higdon,34.873247,-85.622507
35980,Horton,34.190033,-86.317318
35981,Ider,34.735059,-85.641577
35983,Leesburg,34.191083,-85.77051
35984,Mentone,34.587236,-85.577728
35986,Rainsville,34.498884,-85.844605
35987,Steele,33.941679,-86.228929
35988,Sylvania,34.558962,-85.792128
35989,Valley Head,34.5697,-85.627208
36003,Autaugaville,32.462462,-86.714938
36004,Eufaula,31.786701,-85.239657
36005,Banks,31.836792,-85.799844
36006,Billingsley,32.610578,-86.716301
36009,Brantley,31.570963,-86.274343
36010,Brundidge,31.701324,-85.817668
36013,Cecil,32.300891,-86.011241
36016,Clayton,31.887413,-85.450932
36017,Clio,31.68521,-85.590419
36022,Deatsville,32.613405,-86.338211
36024,Eclectic,32.65419,-86.031614
36025,Elmore,32.545378,-86.316134
36026,Equality,32.813908,-86.105064
36027,Eufaula,31.905063,-85.165605
36028,Dozier,31.506614,-86.366315
36029,Fitzpatrick,32.151607,-85.888329
36030,Forest Home,31.85318,-86.786377
36031,Fort Davis,32.28945,-85.700688
36032,Fort Deposit,31.995979,-86.576142
36033,Georgiana,31.628662,-86.733965
36034,Glenwood,31.664143,-86.170972
36035,Goshen,31.82497,-86.104851
36036,Grady,32.019397,-86.129246
36037,Greenville,31.810036,-86.622919
36038,Gantt,31.416909,-86.419836
36039,Hardaway,32.312939,-85.883837
36040,Hayneville,32.195707,-86.654994
36041,Highland Home,31.928292,-86.297111
36042,Honoraville,31.878397,-86.398064
36043,Hope Hull,32.224256,-86.393189
36046,Lapine,31.985423,-86.278534
36047,Letohatchee,32.086199,-86.488013
36048,Louisville,31.794262,-85.558062
36049,Luverne,31.70739,-86.256601
36051,Marbury,32.639373,-86.510138
36052,Mathews,32.128288,-86.041262
36053,Midway,32.09552,-85.531523
36054,Millbrook,32.499485,-86.364125
36061,Perote,32.003459,-85.74773
36064,Pike Road,32.335705,-86.09589
36066,Prattville,32.478695,-86.42997
36067,Prattville,32.471501,-86.483072
36069,Ramer,32.067745,-86.246329
36071,Rutledge,31.755867,-86.348464
36075,Shorter,32.383585,-85.91616
36078,Tallassee,32.550997,-85.89781
36080,Titus,32.690019,-86.239334
36081,Troy,31.794471,-85.965493
36083,Tuskegee,32.431623,-85.68606
36088,Tuskegee Institu,32.417699,-85.714848
36089,Union Springs,32.166252,-85.678746
36091,Verbena,32.759565,-86.543753
36092,Wetumpka,32.54509,-86.188039
36104,Montgomery,32.373037,-86.308129
36105,Montgomery,32.32573,-86.310449
36106,Montgomery,32.354268,-86.267278
36107,Montgomery,32.380405,-86.279885
36108,Montgomery,32.341682,-86.352904
36109,Montgomery,32.383443,-86.243394
36110,Montgomery,32.421686,-86.274997
36111,Montgomery,32.337363,-86.271543
36113,Maxwell A F B,32.388133,-86.355848
36115,Gunter Afs,32.406814,-86.247327
36116,Montgomery,32.312943,-86.242056
36117,Montgomery,32.373568,-86.183299
36201,Anniston,33.653896,-85.838152
36203,Oxford,33.596829,-85.83347
36205,Fort Mc Clellan,33.710168,-85.801467
36206,Anniston,33.719124,-85.838904
36250,Alexandria,33.780785,-85.892447
36251,Ashland,33.247363,-85.828976
36255,Cragford,33.217148,-85.710797
36256,Daviston,33.033471,-85.753831
36258,Delta,33.457303,-85.679279
36260,Eastaboga,33.603132,-85.96075
36262,Fruithurst,33.771732,-85.43814
36263,Graham,33.462976,-85.334034
36264,Heflin,33.611515,-85.588471
36265,Jacksonville,33.830966,-85.77518
36266,Lineville,33.328613,-85.734609
36267,Millerville,33.158959,-85.969001
36268,Munford,33.540987,-85.936322
36269,Muscadine,33.752913,-85.378907
36270,Newell,33.440172,-85.505925
36271,Ohatchee,33.778779,-86.025357
36272,Piedmont,33.838946,-85.645997
36273,Ranburne,33.561627,-85.378604
36274,Rock Mills,33.156443,-85.357854
36276,Wadley,33.149192,-85.551344
36277,Weaver,33.756286,-85.810666
36278,Wedowee,33.301854,-85.473737
36279,Wellington,33.863843,-85.915325
36280,Woodland,33.355453,-85.353768
36301,Taylor,31.202888,-85.418036
36303,Napier Field,31.255239,-85.412462
36310,Abbeville,31.575479,-85.279044
36311,Ariton,31.582996,-85.707716
36312,Ashford,31.1888,-85.253488
36314,Black,31.01318,-85.745634
36316,Chancellor,31.173379,-85.910897
36317,Clopton,31.602843,-85.482308
36318,Coffee Springs,31.138758,-85.918224
36319,Columbia,31.335235,-85.145488
36320,Cottonwood,31.098934,-85.375665
36322,Daleville,31.281091,-85.730473
36323,Elba,31.41373,-86.077728
36330,Enterprise,31.340789,-85.842111
36340,Geneva,31.041445,-85.884748
36343,Gordon,31.10019,-85.123412
36344,Hartford,31.08598,-85.719204
36345,Headland,31.353406,-85.332277
36346,Jack,31.552392,-86.043083
36349,Malvern,31.157528,-85.522327
36350,Midland City,31.36716,-85.513033
36351,New Brockton,31.36898,-85.940386
36352,Newton,31.331064,-85.599229
36353,Newville,31.440295,-85.328741
36360,Ozark,31.439069,-85.643629
36362,Fort Rucker,31.348011,-85.721374
36370,Pansey,31.131778,-85.238549
36373,Shorterville,31.625627,-85.14584
36374,Skipperville,31.551588,-85.549578
36375,Slocomb,31.095558,-85.582954
36376,Webb,31.265618,-85.254385
36401,Evergreen,31.458009,-86.925771
36419,Allen,31.624266,-87.66746
36420,Andalusia,31.297142,-86.490468
36425,Beatrice,31.727324,-87.171912
36426,East Brewton,31.118926,-87.067325
36432,Castleberry,31.326113,-87.026754
36435,Coy,31.888851,-87.392558
36436,Dickinson,31.717167,-87.656929
36441,Flomaton,31.040233,-87.266365
36442,Florala,31.017194,-86.338528
36444,Franklin,31.723815,-87.441237
36445,Frisco City,31.423478,-87.381744
36446,Fulton,31.790947,-87.708065
36451,Grove Hill,31.675502,-87.763571
36453,Kinston,31.262118,-86.069532
36454,Lenox,31.327261,-87.19671
36456,Mc Kenzie,31.54495,-86.735615
36460,Monroeville,31.51533,-87.340993
36467,Opp,31.279861,-86.257105
36471,Peterman,31.589953,-87.259984
36473,Range,31.30169,-87.319739
36474,Red Level,31.439931,-86.61209
36475,Repton,31.425569,-87.172039
36477,Samson,31.104918,-86.067416
36480,Uriah,31.313467,-87.570518
36481,Vredenburgh,31.73443,-87.416184
36482,Whatley,31.639453,-87.656502
36483,Wing,31.148127,-86.56119
36502,Atmore,31.057245,-87.487347
36505,Axis,31.006817,-88.04274
36507,Bay Minette,30.86354,-87.76444
36509,Bayou La Batre,30.407983,-88.250697
36510,Bigbee,31.589072,-88.165294
36511,Bon Secour,30.328883,-87.721355
36515,Carlton,31.322449,-87.837793
36518,Chatom,31.487638,-88.269887
36521,Chunchula,30.991178,-88.131126
36522,Citronelle,31.042533,-88.254949
36523,Coden,30.418834,-88.168276
36524,Coffeeville,31.78428,-88.071542
36525,Creola,30.901267,-88.017414
36526,Daphne,30.61972,-87.889522
36527,Spanish Fort,30.695852,-87.88668
36528,Dauphin Island,30.252057,-88.109644
36529,Deer Park,31.184892,-88.32731
36530,Elberta,30.394239,-87.58896
36532,Fairhope,30.50116,-87.883546
36535,Foley,30.400664,-87.685737
36538,Frankville,31.64684,-88.133185
36539,Fruitdale,31.348843,-88.376597
36540,Gainestown,31.425822,-87.682176
36541,Grand Bay,30.498288,-88.32825
36542,Fort Morgan,30.268954,-87.712795
36544,Irvington,30.480241,-88.239563
36545,Jackson,31.513098,-87.867192
36548,Leroy,31.491021,-87.968672
36549,Lillian,30.39724,-87.474452
36550,Little River,31.22459,-87.754796
36551,Loxley,30.617964,-87.75624
36553,Mc Intosh,31.236108,-88.051102
36555,Magnolia Springs,30.394497,-87.785781
36558,Millry,31.626871,-88.355872
36560,Mount Vernon,31.097375,-88.035044
36561,Orange Beach,30.290596,-87.555888
36562,Perdido,30.98058,-87.628374
36567,Robertsdale,30.561608,-87.637268
36569,Saint Stephens,31.533028,-88.052094
36570,Salitpa,31.654667,-87.959618
36571,Saraland,30.833197,-88.093387
36572,Satsuma,30.851628,-88.053312
36574,Seminole,30.504806,-87.465938
36575,Semmes,30.754408,-88.266705
36576,Silverhill,30.522237,-87.745676
36579,Stockton,31.01293,-87.863323
36580,Summerdale,30.475225,-87.699183
36582,Theodore,30.544374,-88.180748
36583,Tibbie,31.373742,-88.266828
36584,Vinegar Bend,31.25841,-88.386466
36585,Wagarville,31.410205,-88.070519
36586,Walker Springs,31.626166,-87.835355
36587,Wilmer,30.813745,-88.333196
36602,Mobile,30.688828,-88.045308
36603,Mobile,30.692141,-88.05622
36604,Mobile,30.681963,-88.067804
36605,Mobile,30.634117,-88.084646
36606,Mobile,30.672899,-88.100909
36607,Mobile,30.697486,-88.1029
36608,Mobile,30.69636,-88.187784
36609,Mobile,30.660527,-88.161806
36610,Prichard,30.737846,-88.083761
36611,Chickasaw,30.766821,-88.084973
36612,Mobile,30.751844,-88.11311
36613,Eight Mile,30.795074,-88.182311
36615,Brookley Field,30.631199,-88.068871
36617,Mobile,30.714522,-88.091796
36618,Mobile,30.732178,-88.175753
36619,Mobile,30.592803,-88.194645
36693,Mobile,30.631076,-88.158843
36695,Mobile,30.647431,-88.229245
36701,Selma,32.419719,-87.024527
36703,Selma,32.415553,-87.013546
36720,Alberta,32.144889,-87.342503
36722,Arlington,32.066784,-87.559691
36726,Camden,32.004732,-87.295049
36727,Campbell,31.963512,-88.006072
36728,Catherine,32.182,-87.483623
36732,Demopolis,32.490792,-87.839669
36736,Dixons Mills,32.067209,-87.745356
36738,Faunsdale,32.423259,-87.618079
36740,Forkland,32.644661,-87.881676
36742,Gallion,32.529771,-87.698542
36744,Greensboro,32.716721,-87.590494
36748,Linden,32.305343,-87.795358
36749,Jones,32.608515,-86.889266
36750,Maplesville,32.804507,-86.871704
36751,Lower Peach Tree,31.850365,-87.568224
36752,Burkville,32.300292,-86.609868
36754,Magnolia,32.141931,-87.699815
36756,Marion,32.646301,-87.331437
36758,Plantersville,32.617608,-86.947531
36759,Marion Junction,32.426589,-87.270181
36761,Boys Ranch,32.095387,-86.92497
36762,Morvin,31.967305,-87.972897
36765,Newbern,32.551465,-87.561472
36767,Orrville,32.294859,-87.221368
36768,Pine Apple,31.926522,-87.004667
36769,Pine Hill,31.973546,-87.577086
36771,Prairie,32.084762,-87.448723
36773,Safford,32.300242,-87.369345
36775,Sardis,32.284358,-86.991959
36776,Sawyerville,32.757796,-87.740201
36779,Sprott,32.654376,-87.141599
36782,Sweet Water,32.077272,-87.922755
36783,Thomaston,32.253776,-87.597438
36784,Thomasville,31.906728,-87.759842
36785,Benton,32.281924,-86.859867
36786,Uniontown,32.446966,-87.493398
36790,Stanton,32.709631,-86.886848
36792,Randolph,32.888834,-86.90701
36793,Lawley,32.864558,-86.956708
36801,Opelika,32.627771,-85.358629
36830,Auburn,32.602043,-85.489001
36850,Camp Hill,32.782749,-85.64738
36852,Cusseta,32.803194,-85.215791
36853,Dadeville,32.82239,-85.770395
36854,Valley,32.811349,-85.174911
36855,Five Points,33.042408,-85.324264
36858,Hatchechubbee,32.284531,-85.302882
36860,Hurtsboro,32.245429,-85.395903
36861,Jacksons Gap,32.879698,-85.848662
36862,Lafayette,32.925237,-85.442563
36863,Lanett,32.861609,-85.21608
36866,Notasulga,32.543727,-85.68707
36867,Phenix City,32.407816,-85.095082
36869,Phenix City,32.470647,-85.018118
36871,Pittsview,32.173346,-85.131248
36874,Salem,32.621157,-85.183966
36875,Seale,32.305339,-85.167733
36877,Smiths,32.520072,-85.100027
36879,Waverly,32.763167,-85.514372
36904,Butler,32.082906,-88.206391
36907,Cuba,32.410973,-88.361083
36908,Gilbertown,31.866602,-88.326514
36910,Jachin,32.244174,-88.233356
36912,Lisman,32.217722,-88.323419
36915,Needham,32.012165,-88.345798
36916,Pennington,32.226245,-88.0931
36919,Silas,31.766754,-88.309149
36921,Toxey,31.93153,-88.31794
36922,Ward,32.334063,-88.297114
36925,York,32.472765,-88.268304
98791,98791,51.938901,-176.310048
99501,Anchorage,61.211571,-149.876077
99502,Anchorage,61.096163,-150.093943
99503,Anchorage,61.189953,-149.893844
99504,Anchorage,61.203696,-149.74467
99505,Fort Richardson,61.275256,-149.675454
99506,Elmendorf Afb,61.251531,-149.812667
99507,Anchorage,61.153543,-149.828912
99508,Anchorage,61.205959,-149.810085
99515,Anchorage,61.119381,-149.897401
99516,Anchorage,61.10541,-149.779998
99517,Anchorage,61.190136,-149.936111
99518,Anchorage,61.154862,-149.886571
99549,Port Heiden,56.964333,-158.566367
99551,Akiachak,60.891854,-161.39233
99552,Akiak,60.890632,-161.199325
99553,Akutan,54.143012,-165.785368
99554,Alakanuk,62.746967,-164.60228
99555,Aleknagik,59.269688,-158.619882
99556,Nikolaevsk,59.788818,-151.732933
99557,Chuathbaluk,61.691648,-157.758502
99558,Anvik,62.830913,-160.130441
99559,Atmautluak,60.832389,-161.824053
99561,Chefornak,60.153746,-164.210294
99563,Chevak,61.583982,-164.776457
99564,Chignik,56.301639,-158.415696
99565,Chignik Lagoon,56.251277,-158.673528
99567,Chugiak,61.409802,-149.453736
99568,Clam Gulch,60.201603,-151.422628
99569,Clarks Point,58.84921,-158.451241
99571,Nelson Lagoon,55.610952,-161.942941
99572,Cooper Landing,60.476692,-149.823514
99573,Copper Center,61.91581,-144.97793
99574,Chenega Bay,60.102558,-147.943316
99575,Crooked Creek,61.818072,-158.002483
99576,Koliganek,59.059279,-158.973533
99577,Eagle River,61.311357,-149.508515
99578,Eek,60.215058,-162.032341
99579,Egegik,58.206174,-157.342202
99580,Ekwok,59.362792,-157.478211
99581,Emmonak,62.827404,-164.131298
99583,False Pass,54.841028,-163.436845
99585,Marshall,61.837087,-161.7394
99586,Slana,62.654744,-143.568393
99588,Glennallen,62.103895,-145.661684
99589,Goodnews Bay,59.085008,-161.587146
99590,Grayling,63.372013,-159.404907
99591,Saint George Isl,56.60324,-169.547257
99602,Holy Cross,62.192584,-159.825092
99603,Port Graham,59.665495,-151.462644
99604,Hooper Bay,61.537157,-165.891045
99606,Kokhanok,59.564836,-155.462556
99607,Kalskag,61.541006,-160.3261
99610,Kasilof,60.316365,-151.28958
99611,Kenai,60.614467,-151.254556
99612,King Cove,55.062848,-162.305561
99613,Igiugig,58.724264,-156.641603
99614,Kipnuk,59.923204,-164.101013
99615,Akhiok,57.781967,-152.500169
99620,Kotlik,63.029471,-163.554153
99621,Kwethluk,60.771814,-161.38849
99622,Kwigillingok,59.881022,-162.984938
99625,Levelock,59.371395,-154.976815
99626,Lower Kalskag,61.51377,-160.359966
99627,Mc Grath,62.967153,-155.585153
99628,Manokotak,59.009559,-158.989699
99630,Mekoryuk,60.365679,-166.283583
99631,Moose Pass,60.85852,-149.255911
99632,Mountain Village,62.158913,-163.883822
99633,Naknek,58.885699,-156.705405
99634,Napakiak,60.663758,-161.738144
99636,New Stuyahok,59.593533,-157.297205
99638,Nikolski,52.988337,-168.788427
99639,Ninilchik,60.010833,-151.639604
99640,Nondalton,60.030837,-154.731675
99645,Butte,61.613814,-149.065323
99647,Pedro Bay,59.92238,-153.821856
99648,Perryville,55.945289,-159.259333
99649,Pilot Point,57.595193,-157.449272
99650,Pilot Station,61.946159,-162.874716
99651,Platinum,58.63364,-162.043201
99653,Port Alsworth,60.636416,-154.433803
99654,Wasilla,61.592349,-149.395875
99655,Quinhagak,59.738057,-161.874938
99656,Red Devil,61.735389,-157.195969
99657,Russian Mission,61.591302,-161.558413
99658,Saint Marys,62.054106,-163.205263
99659,Saint Michael,63.47759,-162.109141
99660,Saint Paul Islan,57.178697,-170.293408
99661,Sand Point,55.319236,-160.491435
99662,Scammon Bay,61.845019,-165.581945
99664,Seward,60.132874,-149.39849
99665,Shageluk,62.661092,-159.52816
99668,Sleetmute,61.634555,-157.118284
99669,Soldotna,60.481778,-151.13582
99670,South Naknek,58.736221,-156.850289
99671,Stebbins,63.478468,-162.227355
99672,Sterling,60.520373,-150.849792
99676,Talkeetna,62.260516,-150.110097
99679,Tuluksak,61.108848,-160.938924
99681,Tununak,60.539322,-165.097464
99682,Tyonek,61.117929,-151.348495
99683,Trapper Creek,61.441361,-150.284455
99684,Unalakleet,63.883478,-160.788365
99685,Unalaska,53.887114,-166.519855
99686,Valdez,60.895044,-146.195628
99687,Wasilla,61.578032,-149.533003
99688,Willow,61.771511,-150.188891
99689,Yakutat,59.620211,-139.778858
99691,Nikolai,63.001603,-154.381247
99692,Dutch Harbor,53.362757,-167.510656
99701,Coldfoot,64.840238,-147.710431
99702,Eielson Afb,64.67352,-147.08051
99703,Fort Wainwright,64.828303,-147.655673
99704,Clear,64.418121,-149.139885
99705,North Pole,64.78049,-147.369353
99709,Fairbanks,64.85437,-147.846917
99712,Fairbanks,64.910879,-147.510479
99714,Salcha,64.50905,-146.952974
99720,Allakaket,66.543197,-152.712155
99721,Anaktuvuk Pass,68.11878,-151.679005
99722,Arctic Village,68.077395,-145.423115
99723,Barrow,71.234637,-156.817409
99724,Beaver,66.33883,-147.279803
99726,Bettles Field,67.100495,-151.062414
99727,Buckland,65.981052,-161.131676
99729,Cantwell,63.395458,-148.89735
99730,Central,65.468058,-144.74886
99733,Circle,65.824542,-144.08262
99734,Prudhoe Bay,70.070057,-148.559636
99736,Deering,66.062265,-162.711951
99737,Dot Lake,64.005426,-145.613611
99739,Elim,64.621662,-162.260371
99740,Fort Yukon,66.520744,-145.306439
99741,Galena,64.760784,-156.797701
99742,Gambell,63.776555,-171.701685
99743,Healy,63.917123,-149.011128
99744,Anderson,64.300693,-149.1718
99745,Hughes,66.038246,-154.26443
99746,Huslia,65.689918,-156.291976
