"1","Acmar","1"
"2","Adamsville","1"
"3","Adger","1"
"4","Keystone","1"
"5","New Site","1"
"6","Alpine","1"
"7","Arab","1"
"8","Baileyton","1"
"9","Bessemer","1"
"10","Hueytown","1"
"11","Blountsville","1"
"12","Bremen","1"
"13","Brent","1"
"14","Brierfield","1"
"15","Calera","1"
"16","Centreville","1"
"17","Chelsea","1"
"18","Coosa Pines","1"
"19","Clanton","1"
"20","Cleveland","1"
"21","Columbiana","1"
"22","Crane Hill","1"
"23","Cropwell","1"
"24","Cullman","1"
"25","Dolomite","1"
"26","Dora","1"
"27","Empire","1"
"28","Fairfield","1"
"29","Coalburg","1"
"30","Gardendale","1"
"31","Goodwater","1"
"32","Alden","1"
"33","Hanceville","1"
"34","Harpersville","1"
"35","Hayden","1"
"36","Helena","1"
"37","Holly Pond","1"
"38","Jemison","1"
"39","Joppa","1"
"40","Kellyton","1"
"41","Kimberly","1"
"42","Leeds","1"
"43","Lincoln","1"
"44","Logan","1"
"45","Mc Calla","1"
"46","Maylene","1"
"47","Montevallo","1"
"48","Morris","1"
"49","Mount Olive","1"
"50","Sylvan Springs","1"
"51","Odenville","1"
"52","Oneonta","1"
"53","Indian Springs","1"
"54","Pell City","1"
"55","Dixiana","1"
"56","Pleasant Grove","1"
"57","Quinton","1"
"58","Ragland","1"
"59","Remlap","1"
"60","Riverside","1"
"61","Rockford","1"
"62","Shelby","1"
"63","Springville","1"
"64","Sterrett","1"
"65","Sumiton","1"
"66","Sylacauga","1"
"67","Talladega","1"
"68","Thorsby","1"
"69","Trafford","1"
"70","Trussville","1"
"71","Union Grove","1"
"72","Vandiver","1"
"73","Vincent","1"
"74","Vinemont","1"
"75","Warrior","1"
"76","Weogufka","1"
"77","West Blocton","1"
"78","Wilsonville","1"
"79","Woodstock","1"
"80","Birmingham","1"
"81","Homewood","1"
"82","Irondale","1"
"83","Crestline Height","1"
"84","Center Point","1"
"85","Vestavia Hills","1"
"86","Mountain Brook","1"
"87","Bluff Park","1"
"88","Midfield","1"
"89","Shoal Creek","1"
"90","Cahaba Heights","1"
"91","Hoover","1"
"92","Tuscaloosa","1"
"93","Holt","1"
"94","Stewart","1"
"95","Aliceville","1"
"96","Boligee","1"
"97","Brookwood","1"
"98","Buhl","1"
"99","Carrollton","1"
"100","Coker","1"
"101","Cottondale","1"
"102","Duncanville","1"
"103","Echola","1"
"104","Elrod","1"
"105","Emelle","1"
"106","Epes","1"
"107","Ethelsville","1"
"108","Eutaw","1"
"109","Fosters","1"
"110","Gainesville","1"
"111","Gordo","1"
"112","Knoxville","1"
"113","Coatopa","1"
"114","Cypress","1"
"115","Northport","1"
"116","Ralph","1"
"117","Reform","1"
"118","Vance","1"
"119","Jasper","1"
"120","Addison","1"
"121","Arley","1"
"122","Bankston","1"
"123","Bear Creek","1"
"124","Beaverton","1"
"125","Berry","1"
"126","Brilliant","1"
"127","Carbon Hill","1"
"128","Cordova","1"
"129","Detroit","1"
"130","Double Springs","1"
"131","Eldridge","1"
"132","Fayette","1"
"133","Guin","1"
"134","Hackleburg","1"
"135","Haleyville","1"
"136","Hamilton","1"
"137","Hodges","1"
"138","Houston","1"
"139","Kennedy","1"
"140","Lynn","1"
"141","Millport","1"
"142","Nauvoo","1"
"143","Oakman","1"
"144","Parrish","1"
"145","Phil Campbell","1"
"146","Red Bay","1"
"147","Spruce Pine","1"
"148","Sulligent","1"
"149","Townley","1"
"150","Vernon","1"
"151","Vina","1"
"152","Winfield","1"
"153","Decatur","1"
"154","Anderson","1"
"155","Athens","1"
"156","Cherokee","1"
"157","Courtland","1"
"158","Danville","1"
"159","Elkmont","1"
"160","Eva","1"
"161","Falkville","1"
"162","Florence","1"
"163","Hartselle","1"
"164","Hillsboro","1"
"165","Killen","1"
"166","Leighton","1"
"167","Lester","1"
"168","Lexington","1"
"169","Moulton","1"
"170","Mount Hope","1"
"171","Rogersville","1"
"172","Russellville","1"
"173","Sheffield","1"
"174","Muscle Shoals","1"
"175","Somerville","1"
"176","Tanner","1"
"177","Town Creek","1"
"178","Trinity","1"
"179","Tuscumbia","1"
"180","Waterloo","1"
"181","Ardmore","1"
"182","Bridgeport","1"
"183","Brownsboro","1"
"184","Dutton","1"
"185","Estillfork","1"
"186","Fackler","1"
"187","Grant","1"
"188","Gurley","1"
"189","Harvest","1"
"190","Hazel Green","1"
"191","Hollytree","1"
"192","Hollywood","1"
"193","Laceys Spring","1"
"194","Langston","1"
"195","Triana","1"
"196","Meridianville","1"
"197","New Hope","1"
"198","New Market","1"
"199","Big Cove","1"
"200","Paint Rock","1"
"201","Pisgah","1"
"202","Princeton","1"
"203","Hytop","1"
"204","Section","1"
"205","Stevenson","1"
"206","Toney","1"
"207","Trenton","1"
"208","Valhermoso Sprin","1"
"209","Woodville","1"
"210","Huntsville","1"
"211","Southside","1"
"212","Hokes Bluff","1"
"213","Gadsden","1"
"214","Glencoe","1"
"215","Albertville","1"
"216","Snead","1"
"217","Ashville","1"
"218","Attalla","1"
"219","Boaz","1"
"220","Bryant","1"
"221","Cedar Bluff","1"
"222","Centre","1"
"223","Collinsville","1"
"224","Crossville","1"
"225","Dawson","1"
"226","Flat Rock","1"
"227","Fort Payne","1"
"228","Fyffe","1"
"229","Gallant","1"
"230","Gaylesville","1"
"231","Geraldine","1"
"232","Groveoak","1"
"233","Guntersville","1"
"234","Henagar","1"
"235","Higdon","1"
"236","Horton","1"
"237","Ider","1"
"238","Leesburg","1"
"239","Mentone","1"
"240","Rainsville","1"
"241","Steele","1"
"242","Sylvania","1"
"243","Valley Head","1"
"244","Autaugaville","1"
"245","Eufaula","1"
"246","Banks","1"
"247","Billingsley","1"
"248","Brantley","1"
"249","Brundidge","1"
"250","Cecil","1"
"251","Clayton","1"
"252","Clio","1"
"253","Deatsville","1"
"254","Eclectic","1"
"255","Elmore","1"
"256","Equality","1"
"257","Dozier","1"
"258","Fitzpatrick","1"
"259","Forest Home","1"
"260","Fort Davis","1"
"261","Fort Deposit","1"
"262","Georgiana","1"
"263","Glenwood","1"
"264","Goshen","1"
"265","Grady","1"
"266","Greenville","1"
"267","Gantt","1"
"268","Hardaway","1"
"269","Hayneville","1"
"270","Highland Home","1"
"271","Honoraville","1"
"272","Hope Hull","1"
"273","Lapine","1"
"274","Letohatchee","1"
"275","Louisville","1"
"276","Luverne","1"
"277","Marbury","1"
"278","Mathews","1"
"279","Midway","1"
"280","Millbrook","1"
"281","Perote","1"
"282","Pike Road","1"
"283","Prattville","1"
"284","Ramer","1"
"285","Rutledge","1"
"286","Shorter","1"
"287","Tallassee","1"
"288","Titus","1"
"289","Troy","1"
"290","Tuskegee","1"
"291","Tuskegee Institu","1"
"292","Union Springs","1"
"293","Verbena","1"
"294","Wetumpka","1"
"295","Montgomery","1"
"296","Maxwell A F B","1"
"297","Gunter Afs","1"
"298","Anniston","1"
"299","Oxford","1"
"300","Fort Mc Clellan","1"
"301","Alexandria","1"
"302","Ashland","1"
"303","Cragford","1"
"304","Daviston","1"
"305","Delta","1"
"306","Eastaboga","1"
"307","Fruithurst","1"
"308","Graham","1"
"309","Heflin","1"
"310","Jacksonville","1"
"311","Lineville","1"
"312","Millerville","1"
"313","Munford","1"
"314","Muscadine","1"
"315","Newell","1"
"316","Ohatchee","1"
"317","Piedmont","1"
"318","Ranburne","1"
"319","Rock Mills","1"
"320","Wadley","1"
"321","Weaver","1"
"322","Wedowee","1"
"323","Wellington","1"
"324","Woodland","1"
"325","Taylor","1"
"326","Napier Field","1"
"327","Abbeville","1"
"328","Ariton","1"
"329","Ashford","1"
"330","Black","1"
"331","Chancellor","1"
"332","Clopton","1"
"333","Coffee Springs","1"
"334","Columbia","1"
"335","Cottonwood","1"
"336","Daleville","1"
"337","Elba","1"
"338","Enterprise","1"
"339","Geneva","1"
"340","Gordon","1"
"341","Hartford","1"
"342","Headland","1"
"343","Jack","1"
"344","Malvern","1"
"345","Midland City","1"
"346","New Brockton","1"
"347","Newton","1"
"348","Newville","1"
"349","Ozark","1"
"350","Fort Rucker","1"
"351","Pansey","1"
"352","Shorterville","1"
"353","Skipperville","1"
"354","Slocomb","1"
"355","Webb","1"
"356","Evergreen","1"
"357","Allen","1"
"358","Andalusia","1"
"359","Beatrice","1"
"360","East Brewton","1"
"361","Castleberry","1"
"362","Coy","1"
"363","Dickinson","1"
"364","Flomaton","1"
"365","Florala","1"
"366","Franklin","1"
"367","Frisco City","1"
"368","Fulton","1"
"369","Grove Hill","1"
"370","Kinston","1"
"371","Lenox","1"
"372","Mc Kenzie","1"
"373","Monroeville","1"
"374","Opp","1"
"375","Peterman","1"
"376","Range","1"
"377","Red Level","1"
"378","Repton","1"
"379","Samson","1"
"380","Uriah","1"
"381","Vredenburgh","1"
"382","Whatley","1"
"383","Wing","1"
"384","Atmore","1"
"385","Axis","1"
"386","Bay Minette","1"
"387","Bayou La Batre","1"
"388","Bigbee","1"
"389","Bon Secour","1"
"390","Carlton","1"
"391","Chatom","1"
"392","Chunchula","1"
"393","Citronelle","1"
"394","Coden","1"
"395","Coffeeville","1"
"396","Creola","1"
"397","Daphne","1"
"398","Spanish Fort","1"
"399","Dauphin Island","1"
"400","Deer Park","1"
"401","Elberta","1"
"402","Fairhope","1"
"403","Foley","1"
"404","Frankville","1"
"405","Fruitdale","1"
"406","Gainestown","1"
"407","Grand Bay","1"
"408","Fort Morgan","1"
"409","Irvington","1"
"410","Jackson","1"
"411","Leroy","1"
"412","Lillian","1"
"413","Little River","1"
"414","Loxley","1"
"415","Mc Intosh","1"
"416","Magnolia Springs","1"
"417","Millry","1"
"418","Mount Vernon","1"
"419","Orange Beach","1"
"420","Perdido","1"
"421","Robertsdale","1"
"422","Saint Stephens","1"
"423","Salitpa","1"
"424","Saraland","1"
"425","Satsuma","1"
"426","Seminole","1"
"427","Semmes","1"
"428","Silverhill","1"
"429","Stockton","1"
"430","Summerdale","1"
"431","Theodore","1"
"432","Tibbie","1"
"433","Vinegar Bend","1"
"434","Wagarville","1"
"435","Walker Springs","1"
"436","Wilmer","1"
"437","Mobile","1"
"438","Prichard","1"
"439","Chickasaw","1"
"440","Eight Mile","1"
"441","Brookley Field","1"
"442","Selma","1"
"443","Alberta","1"
"444","Arlington","1"
"445","Camden","1"
"446","Campbell","1"
"447","Catherine","1"
"448","Demopolis","1"
"449","Dixons Mills","1"
"450","Faunsdale","1"
"451","Forkland","1"
"452","Gallion","1"
"453","Greensboro","1"
"454","Linden","1"
"455","Jones","1"
"456","Maplesville","1"
"457","Lower Peach Tree","1"
"458","Burkville","1"
"459","Magnolia","1"
"460","Marion","1"
"461","Plantersville","1"
"462","Marion Junction","1"
"463","Boys Ranch","1"
"464","Morvin","1"
"465","Newbern","1"
"466","Orrville","1"
"467","Pine Apple","1"
"468","Pine Hill","1"
"469","Prairie","1"
"470","Safford","1"
"471","Sardis","1"
"472","Sawyerville","1"
"473","Sprott","1"
"474","Sweet Water","1"
"475","Thomaston","1"
"476","Thomasville","1"
"477","Benton","1"
"478","Uniontown","1"
"479","Stanton","1"
"480","Randolph","1"
"481","Lawley","1"
"482","Opelika","1"
"483","Auburn","1"
"484","Camp Hill","1"
"485","Cusseta","1"
"486","Dadeville","1"
"487","Valley","1"
"488","Five Points","1"
"489","Hatchechubbee","1"
"490","Hurtsboro","1"
"491","Jacksons Gap","1"
"492","Lafayette","1"
"493","Lanett","1"
"494","Notasulga","1"
"495","Phenix City","1"
"496","Pittsview","1"
"497","Salem","1"
"498","Seale","1"
"499","Smiths","1"
"500","Waverly","1"
"501","Butler","1"
"502","Cuba","1"
"503","Gilbertown","1"
"504","Jachin","1"
"505","Lisman","1"
"506","Needham","1"
"507","Pennington","1"
"508","Silas","1"
"509","Toxey","1"
"510","Ward","1"
"511","York","1"
"512","98791","2"
"513","Anchorage","2"
"514","Fort Richardson","2"
"515","Elmendorf Afb","2"
"516","Port Heiden","2"
"517","Akiachak","2"
"518","Akiak","2"
"519","Akutan","2"
"520","Alakanuk","2"
"521","Aleknagik","2"
"522","Nikolaevsk","2"
"523","Chuathbaluk","2"
"524","Anvik","2"
"525","Atmautluak","2"
"526","Chefornak","2"
"527","Chevak","2"
"528","Chignik","2"
"529","Chignik Lagoon","2"
"530","Chugiak","2"
"531","Clam Gulch","2"
"532","Clarks Point","2"
"533","Nelson Lagoon","2"
"534","Cooper Landing","2"
"535","Copper Center","2"
"536","Chenega Bay","2"
"537","Crooked Creek","2"
"538","Koliganek","2"
"539","Eagle River","2"
"540","Eek","2"
